payment_id,customer_id,cafe_id,payment_method,event,paid_at,_etl_loaded_at
100131,1340,cafe_07,credit_card,"{""customer"": 1340, ""amount"": 6.90}",2026-05-17 07:32:00,2026-05-18 03:30:00
100337,2159,cafe_08,coupon,"{""customer"": 2159, ""amount"": 3.00}",2026-05-17 07:35:00,2026-05-18 03:30:00
100339,1170,cafe_11,bank_transfer,"{""customer"": 1170, ""amount"": 20.00}",2026-05-17 07:35:00,2026-05-18 03:30:00
100609,3516,cafe_03,credit_card,"{""customer"": 3516, ""amount"": 13.80}",2026-05-17 07:36:00,2026-05-18 03:30:00
100450,2570,cafe_07,credit_card,"{""customer"": 2570, ""amount"": 10.90}",2026-05-17 07:37:00,2026-05-18 03:30:00
100001,20,cafe_03,coupon,"{""customer"": 20, ""amount"": 3.50}",2026-05-17 07:40:00,2026-05-18 03:30:00
100141,2655,cafe_03,coupon,"{""customer"": 2655, ""amount"": 6.90}",2026-05-17 07:42:00,2026-05-18 03:30:00
100328,1296,cafe_10,gift_card,"{""customer"": 1296, ""amount"": 3.00}",2026-05-17 07:45:00,2026-05-18 03:30:00
100063,2352,cafe_02,credit_card,"{""customer"": 2352, ""amount"": 22.00}",2026-05-17 07:47:00,2026-05-18 03:30:00
100107,3370,cafe_01,credit_card,"{""customer"": 3370, ""amount"": 3.00}",2026-05-17 07:47:00,2026-05-18 03:30:00
100419,1401,cafe_06,credit_card,"{""customer"": 1401, ""amount"": 4.50}",2026-05-17 07:47:00,2026-05-18 03:30:00
100513,1855,cafe_04,credit_card,"{""customer"": 1855, ""amount"": 13.50}",2026-05-17 07:48:00,2026-05-18 03:30:00
100009,81,cafe_11,credit_card,"{""customer"": 81, ""amount"": 3.80}",2026-05-17 07:49:00,2026-05-18 03:30:00
100062,3414,cafe_05,credit_card,"{""customer"": 3414, ""amount"": 6.50}",2026-05-17 07:49:00,2026-05-18 03:30:00
100298,2776,cafe_11,coupon,"{""customer"": 2776, ""amount"": 8.50}",2026-05-17 07:50:00,2026-05-18 03:30:00
100086,2661,cafe_04,credit_card,"{""customer"": 2661, ""amount"": 3.20}",2026-05-17 07:52:00,2026-05-18 03:30:00
100481,865,cafe_01,credit_card,"{""customer"": 865, ""amount"": 3.00}",2026-05-17 07:52:00,2026-05-18 03:30:00
100212,2241,cafe_10,credit_card,"{""customer"": 2241, ""amount"": 15.50}",2026-05-17 07:53:00,2026-05-18 03:30:00
100248,192,cafe_09,credit_card,"{""customer"": 192, ""amount"": 3.90}",2026-05-17 07:54:00,2026-05-18 03:30:00
100224,2152,cafe_08,credit_card,"{""customer"": 2152, ""amount"": 3.50}",2026-05-17 07:55:00,2026-05-18 03:30:00
100379,3076,cafe_06,credit_card,"{""customer"": 3076, ""amount"": 3.20}",2026-05-17 07:55:00,2026-05-18 03:30:00
100098,2408,cafe_02,credit_card,"{""customer"": 2408, ""amount"": 2.80}",2026-05-17 07:59:00,2026-05-18 03:30:00
100550,2896,cafe_08,credit_card,"{""customer"": 2896, ""amount"": 27.30}",2026-05-17 07:59:00,2026-05-18 03:30:00
100121,3117,cafe_01,bank_transfer,"{""customer"": 3117, ""amount"": 3.50}",2026-05-17 08:00:00,2026-05-18 03:30:00
100442,1555,cafe_09,gift_card,"{""customer"": 1555, ""amount"": 8.20}",2026-05-17 08:01:00,2026-05-18 03:30:00
100274,2893,cafe_11,credit_card,"{""customer"": 2893, ""amount"": 3.00}",2026-05-17 08:03:00,2026-05-18 03:30:00
100508,2150,cafe_03,credit_card,"{""customer"": 2150, ""amount"": 19.40}",2026-05-17 08:03:00,2026-05-18 03:30:00
100604,3511,cafe_07,gift_card,"{""customer"": 3511, ""amount"": 4.20}",2026-05-17 08:03:00,2026-05-18 03:30:00
100375,2609,cafe_02,coupon,"{""customer"": 2609, ""amount"": 11.30}",2026-05-17 08:07:00,2026-05-18 03:30:00
100325,2466,cafe_07,credit_card,"{""customer"": 2466, ""amount"": 3.50}",2026-05-17 08:08:00,2026-05-18 03:30:00
100108,1598,cafe_02,gift_card,"{""customer"": 1598, ""amount"": 12.80}",2026-05-17 08:10:00,2026-05-18 03:30:00
100378,1704,cafe_03,gift_card,"{""customer"": 1704, ""amount"": 6.00}",2026-05-17 08:10:00,2026-05-18 03:30:00
100216,670,cafe_06,coupon,"{""customer"": 670, ""amount"": 3.20}",2026-05-17 08:13:00,2026-05-18 03:30:00
100487,1951,cafe_05,credit_card,"{""customer"": 1951, ""amount"": 12.10}",2026-05-17 08:14:00,2026-05-18 03:30:00
100524,7,cafe_05,credit_card,"{""customer"": 7, ""amount"": 3.20}",2026-05-17 08:14:00,2026-05-18 03:30:00
100410,2345,cafe_03,credit_card,"{""customer"": 2345, ""amount"": 3.20}",2026-05-17 08:17:00,2026-05-18 03:30:00
100105,625,cafe_12,bank_transfer,"{""customer"": 625, ""amount"": 12.50}",2026-05-17 08:18:00,2026-05-18 03:30:00
100023,2021,cafe_01,credit_card,"{""customer"": 2021, ""amount"": 8.50}",2026-05-17 08:19:00,2026-05-18 03:30:00
100471,80,cafe_09,credit_card,"{""customer"": 80, ""amount"": 3.20}",2026-05-17 08:19:00,2026-05-18 03:30:00
100186,201,cafe_10,credit_card,"{""customer"": 201, ""amount"": 3.00}",2026-05-17 08:22:00,2026-05-18 03:30:00
100460,97,cafe_08,gift_card,"{""customer"": 97, ""amount"": 3.80}",2026-05-17 08:22:00,2026-05-18 03:30:00
100233,735,cafe_08,credit_card,"{""customer"": 735, ""amount"": 17.40}",2026-05-17 08:23:00,2026-05-18 03:30:00
100425,822,cafe_12,credit_card,"{""customer"": 822, ""amount"": 16.00}",2026-05-17 08:24:00,2026-05-18 03:30:00
100586,1077,cafe_04,credit_card,"{""customer"": 1077, ""amount"": 23.00}",2026-05-17 08:24:00,2026-05-18 03:30:00
100029,3484,cafe_01,credit_card,"{""customer"": 3484, ""amount"": 3.20}",2026-05-17 08:25:00,2026-05-18 03:30:00
100078,313,cafe_02,bank_transfer,"{""customer"": 313, ""amount"": 11.30}",2026-05-17 08:26:00,2026-05-18 03:30:00
100126,540,cafe_05,credit_card,"{""customer"": 540, ""amount"": 3.00}",2026-05-17 08:26:00,2026-05-18 03:30:00
100557,2842,cafe_10,bank_transfer,"{""customer"": 2842, ""amount"": 6.90}",2026-05-17 08:30:00,2026-05-18 03:30:00
100528,1248,cafe_01,credit_card,"{""customer"": 1248, ""amount"": 6.90}",2026-05-17 08:33:00,2026-05-18 03:30:00
100177,321,cafe_08,credit_card,"{""customer"": 321, ""amount"": 6.90}",2026-05-17 08:34:00,2026-05-18 03:30:00
100268,1506,cafe_12,credit_card,"{""customer"": 1506, ""amount"": 2.80}",2026-05-17 08:35:00,2026-05-18 03:30:00
100196,56,cafe_06,credit_card,"{""customer"": 56, ""amount"": 17.00}",2026-05-17 08:36:00,2026-05-18 03:30:00
100265,2028,cafe_02,credit_card,"{""customer"": 2028, ""amount"": 24.00}",2026-05-17 08:36:00,2026-05-18 03:30:00
100483,2962,cafe_04,credit_card,"{""customer"": 2962, ""amount"": 6.50}",2026-05-17 08:36:00,2026-05-18 03:30:00
100295,1779,cafe_04,coupon,"{""customer"": 1779, ""amount"": 6.90}",2026-05-17 08:39:00,2026-05-18 03:30:00
100182,264,cafe_12,credit_card,"{""customer"": 264, ""amount"": 12.30}",2026-05-17 08:40:00,2026-05-18 03:30:00
100122,880,cafe_10,credit_card,"{""customer"": 880, ""amount"": 3.00}",2026-05-17 08:41:00,2026-05-18 03:30:00
100472,2165,cafe_07,credit_card,"{""customer"": 2165, ""amount"": 6.70}",2026-05-17 08:43:00,2026-05-18 03:30:00
100533,1370,cafe_07,gift_card,"{""customer"": 1370, ""amount"": 3.20}",2026-05-17 08:44:00,2026-05-18 03:30:00
100157,1105,cafe_11,credit_card,"{""customer"": 1105, ""amount"": 8.20}",2026-05-17 08:45:00,2026-05-18 03:30:00
100380,328,cafe_10,credit_card,"{""customer"": 328, ""amount"": 8.90}",2026-05-17 08:45:00,2026-05-18 03:30:00
100546,634,cafe_12,credit_card,"{""customer"": 634, ""amount"": 11.50}",2026-05-17 08:45:00,2026-05-18 03:30:00
100389,2456,cafe_01,credit_card,"{""customer"": 2456, ""amount"": 6.40}",2026-05-17 08:46:00,2026-05-18 03:30:00
100423,550,cafe_02,credit_card,"{""customer"": 550, ""amount"": 3.50}",2026-05-17 08:47:00,2026-05-18 03:30:00
100462,123,cafe_08,credit_card,"{""customer"": 123, ""amount"": 8.50}",2026-05-17 08:50:00,2026-05-18 03:30:00
100044,1332,cafe_01,credit_card,"{""customer"": 1332, ""amount"": 3.00}",2026-05-17 08:52:00,2026-05-18 03:30:00
100304,976,cafe_11,credit_card,"{""customer"": 976, ""amount"": 4.50}",2026-05-17 08:52:00,2026-05-18 03:30:00
100285,1887,cafe_01,gift_card,"{""customer"": 1887, ""amount"": 4.50}",2026-05-17 08:54:00,2026-05-18 03:30:00
100374,3400,cafe_07,credit_card,"{""customer"": 3400, ""amount"": 8.50}",2026-05-17 08:54:00,2026-05-18 03:30:00
100187,3391,cafe_04,credit_card,"{""customer"": 3391, ""amount"": 13.70}",2026-05-17 08:55:00,2026-05-18 03:30:00
100190,1206,cafe_08,coupon,"{""customer"": 1206, ""amount"": 12.50}",2026-05-17 08:56:00,2026-05-18 03:30:00
100046,649,cafe_07,credit_card,"{""customer"": 649, ""amount"": 12.30}",2026-05-17 09:00:00,2026-05-18 03:30:00
100133,3131,cafe_11,gift_card,"{""customer"": 3131, ""amount"": 3.80}",2026-05-17 09:01:00,2026-05-18 03:30:00
100492,1105,cafe_11,credit_card,"{""customer"": 1105, ""amount"": 19.50}",2026-05-17 09:02:00,2026-05-18 03:30:00
100281,1618,cafe_05,gift_card,"{""customer"": 1618, ""amount"": 12.00}",2026-05-17 09:05:00,2026-05-18 03:30:00
100403,940,cafe_07,credit_card,"{""customer"": 940, ""amount"": 3.00}",2026-05-17 09:05:00,2026-05-18 03:30:00
100013,1786,cafe_11,coupon,"{""customer"": 1786, ""amount"": 10.40}",2026-05-17 09:07:00,2026-05-18 03:30:00
100312,1374,cafe_11,credit_card,"{""customer"": 1374, ""amount"": 3.20}",2026-05-17 09:07:00,2026-05-18 03:30:00
100235,228,cafe_02,coupon,"{""customer"": 228, ""amount"": 3.00}",2026-05-17 09:12:00,2026-05-18 03:30:00
100482,2283,cafe_03,credit_card,"{""customer"": 2283, ""amount"": 4.20}",2026-05-17 09:13:00,2026-05-18 03:30:00
100625,3532,cafe_01,credit_card,"{""customer"": 3532, ""amount"": 10.50}",2026-05-17 09:13:00,2026-05-18 03:30:00
100158,1634,cafe_04,credit_card,"{""customer"": 1634, ""amount"": 11.50}",2026-05-17 09:15:00,2026-05-18 03:30:00
100514,3110,cafe_08,credit_card,"{""customer"": 3110, ""amount"": 7.50}",2026-05-17 09:15:00,2026-05-18 03:30:00
100623,3530,cafe_12,coupon,"{""customer"": 3530, ""amount"": 11.50}",2026-05-17 09:15:00,2026-05-18 03:30:00
100036,1176,cafe_12,credit_card,"{""customer"": 1176, ""amount"": 3.00}",2026-05-17 09:16:00,2026-05-18 03:30:00
100244,2460,cafe_01,credit_card,"{""customer"": 2460, ""amount"": 3.80}",2026-05-17 09:17:00,2026-05-18 03:30:00
100278,3009,cafe_03,bank_transfer,"{""customer"": 3009, ""amount"": 4.50}",2026-05-17 09:18:00,2026-05-18 03:30:00
100038,3053,cafe_10,credit_card,"{""customer"": 3053, ""amount"": 6.70}",2026-05-17 09:22:00,2026-05-18 03:30:00
100178,2269,cafe_04,bank_transfer,"{""customer"": 2269, ""amount"": 16.50}",2026-05-17 09:22:00,2026-05-18 03:30:00
100321,2788,cafe_10,credit_card,"{""customer"": 2788, ""amount"": 3.90}",2026-05-17 09:23:00,2026-05-18 03:30:00
100553,1047,cafe_07,gift_card,"{""customer"": 1047, ""amount"": 11.30}",2026-05-17 09:23:00,2026-05-18 03:30:00
100249,3037,cafe_12,credit_card,"{""customer"": 3037, ""amount"": 12.70}",2026-05-17 09:25:00,2026-05-18 03:30:00
100294,3291,cafe_05,bank_transfer,"{""customer"": 3291, ""amount"": 11.40}",2026-05-17 09:27:00,2026-05-18 03:30:00
100365,799,cafe_07,credit_card,"{""customer"": 799, ""amount"": 14.40}",2026-05-17 09:27:00,2026-05-18 03:30:00
100562,2058,cafe_01,credit_card,"{""customer"": 2058, ""amount"": 3.90}",2026-05-17 09:29:00,2026-05-18 03:30:00
100217,49,cafe_05,credit_card,"{""customer"": 49, ""amount"": 8.50}",2026-05-17 09:30:00,2026-05-18 03:30:00
100414,2389,cafe_12,coupon,"{""customer"": 2389, ""amount"": 2.80}",2026-05-17 09:34:00,2026-05-18 03:30:00
100263,1224,cafe_01,coupon,"{""customer"": 1224, ""amount"": 15.20}",2026-05-17 09:35:00,2026-05-18 03:30:00
100417,425,cafe_07,gift_card,"{""customer"": 425, ""amount"": 19.90}",2026-05-17 09:35:00,2026-05-18 03:30:00
100288,2702,cafe_01,credit_card,"{""customer"": 2702, ""amount"": 10.10}",2026-05-17 09:37:00,2026-05-18 03:30:00
100359,307,cafe_11,gift_card,"{""customer"": 307, ""amount"": 25.50}",2026-05-17 09:37:00,2026-05-18 03:30:00
100103,1842,cafe_08,coupon,"{""customer"": 1842, ""amount"": 6.70}",2026-05-17 09:38:00,2026-05-18 03:30:00
100055,784,cafe_09,credit_card,"{""customer"": 784, ""amount"": 17.30}",2026-05-17 09:39:00,2026-05-18 03:30:00
100582,3267,cafe_12,credit_card,"{""customer"": 3267, ""amount"": 2.80}",2026-05-17 09:39:00,2026-05-18 03:30:00
100341,2651,cafe_05,bank_transfer,"{""customer"": 2651, ""amount"": 3.00}",2026-05-17 09:40:00,2026-05-18 03:30:00
100549,2736,cafe_07,credit_card,"{""customer"": 2736, ""amount"": 11.50}",2026-05-17 09:42:00,2026-05-18 03:30:00
100560,464,cafe_05,credit_card,"{""customer"": 464, ""amount"": 3.00}",2026-05-17 09:42:00,2026-05-18 03:30:00
100052,124,cafe_01,credit_card,"{""customer"": 124, ""amount"": 6.90}",2026-05-17 09:43:00,2026-05-18 03:30:00
100083,561,cafe_10,credit_card,"{""customer"": 561, ""amount"": 3.80}",2026-05-17 09:44:00,2026-05-18 03:30:00
100320,501,cafe_07,coupon,"{""customer"": 501, ""amount"": 16.50}",2026-05-17 09:44:00,2026-05-18 03:30:00
100373,1656,cafe_06,credit_card,"{""customer"": 1656, ""amount"": 12.40}",2026-05-17 09:45:00,2026-05-18 03:30:00
100362,1397,cafe_02,gift_card,"{""customer"": 1397, ""amount"": 28.00}",2026-05-17 09:48:00,2026-05-18 03:30:00
100608,3515,cafe_08,credit_card,"{""customer"": 3515, ""amount"": 7.00}",2026-05-17 09:50:00,2026-05-18 03:30:00
100435,1166,cafe_05,coupon,"{""customer"": 1166, ""amount"": 3.50}",2026-05-17 09:52:00,2026-05-18 03:30:00
100170,1618,cafe_12,credit_card,"{""customer"": 1618, ""amount"": 11.00}",2026-05-17 09:55:00,2026-05-18 03:30:00
100189,836,cafe_10,gift_card,"{""customer"": 836, ""amount"": 7.60}",2026-05-17 09:55:00,2026-05-18 03:30:00
100309,333,cafe_06,credit_card,"{""customer"": 333, ""amount"": 14.20}",2026-05-17 09:57:00,2026-05-18 03:30:00
100568,1944,cafe_10,coupon,"{""customer"": 1944, ""amount"": 17.40}",2026-05-17 09:57:00,2026-05-18 03:30:00
100515,265,cafe_01,credit_card,"{""customer"": 265, ""amount"": 22.00}",2026-05-17 09:58:00,2026-05-18 03:30:00
100209,160,cafe_11,credit_card,"{""customer"": 160, ""amount"": 7.50}",2026-05-17 10:00:00,2026-05-18 03:30:00
100416,2626,cafe_10,coupon,"{""customer"": 2626, ""amount"": 10.50}",2026-05-17 10:01:00,2026-05-18 03:30:00
100102,1470,cafe_05,credit_card,"{""customer"": 1470, ""amount"": 21.00}",2026-05-17 10:02:00,2026-05-18 03:30:00
100004,2234,cafe_11,coupon,"{""customer"": 2234, ""amount"": 11.50}",2026-05-17 10:03:00,2026-05-18 03:30:00
100391,3026,cafe_01,credit_card,"{""customer"": 3026, ""amount"": 13.20}",2026-05-17 10:04:00,2026-05-18 03:30:00
100605,3512,cafe_06,bank_transfer,"{""customer"": 3512, ""amount"": 7.50}",2026-05-17 10:05:00,2026-05-18 03:30:00
100262,980,cafe_02,credit_card,"{""customer"": 980, ""amount"": 11.90}",2026-05-17 10:09:00,2026-05-18 03:30:00
100499,2979,cafe_09,credit_card,"{""customer"": 2979, ""amount"": 23.00}",2026-05-17 10:12:00,2026-05-18 03:30:00
100123,1213,cafe_09,credit_card,"{""customer"": 1213, ""amount"": 3.00}",2026-05-17 10:13:00,2026-05-18 03:30:00
100280,1145,cafe_08,coupon,"{""customer"": 1145, ""amount"": 3.50}",2026-05-17 10:14:00,2026-05-18 03:30:00
100504,1387,cafe_07,credit_card,"{""customer"": 1387, ""amount"": 3.20}",2026-05-17 10:16:00,2026-05-18 03:30:00
100206,2293,cafe_06,credit_card,"{""customer"": 2293, ""amount"": 3.80}",2026-05-17 10:18:00,2026-05-18 03:30:00
100421,676,cafe_09,credit_card,"{""customer"": 676, ""amount"": 25.00}",2026-05-17 10:21:00,2026-05-18 03:30:00
100308,735,cafe_06,credit_card,"{""customer"": 735, ""amount"": 3.00}",2026-05-17 10:24:00,2026-05-18 03:30:00
100071,1029,cafe_10,gift_card,"{""customer"": 1029, ""amount"": 15.00}",2026-05-17 10:25:00,2026-05-18 03:30:00
100511,2765,cafe_08,bank_transfer,"{""customer"": 2765, ""amount"": 7.00}",2026-05-17 10:27:00,2026-05-18 03:30:00
100596,3503,cafe_09,credit_card,"{""customer"": 3503, ""amount"": 20.00}",2026-05-17 10:29:00,2026-05-18 03:30:00
100246,369,cafe_04,credit_card,"{""customer"": 369, ""amount"": 24.00}",2026-05-17 10:30:00,2026-05-18 03:30:00
100125,660,cafe_10,credit_card,"{""customer"": 660, ""amount"": 4.50}",2026-05-17 10:32:00,2026-05-18 03:30:00
100522,940,cafe_01,credit_card,"{""customer"": 940, ""amount"": 16.50}",2026-05-17 10:32:00,2026-05-18 03:30:00
100079,2665,cafe_11,credit_card,"{""customer"": 2665, ""amount"": 6.00}",2026-05-17 10:34:00,2026-05-18 03:30:00
100381,60,cafe_04,credit_card,"{""customer"": 60, ""amount"": 8.20}",2026-05-17 10:34:00,2026-05-18 03:30:00
100398,84,cafe_02,credit_card,"{""customer"": 84, ""amount"": 11.30}",2026-05-17 10:35:00,2026-05-18 03:30:00
100572,1544,cafe_03,gift_card,"{""customer"": 1544, ""amount"": 8.90}",2026-05-17 10:35:00,2026-05-18 03:30:00
100431,221,cafe_11,coupon,"{""customer"": 221, ""amount"": 3.80}",2026-05-17 10:36:00,2026-05-18 03:30:00
100579,90,cafe_12,credit_card,"{""customer"": 90, ""amount"": 9.30}",2026-05-17 10:37:00,2026-05-18 03:30:00
100198,1755,cafe_10,credit_card,"{""customer"": 1755, ""amount"": 16.20}",2026-05-17 10:39:00,2026-05-18 03:30:00
100326,3368,cafe_07,credit_card,"{""customer"": 3368, ""amount"": 3.90}",2026-05-17 10:39:00,2026-05-18 03:30:00
100433,2447,cafe_03,coupon,"{""customer"": 2447, ""amount"": 3.00}",2026-05-17 10:41:00,2026-05-18 03:30:00
100153,2223,cafe_05,bank_transfer,"{""customer"": 2223, ""amount"": 12.50}",2026-05-17 10:48:00,2026-05-18 03:30:00
100455,1478,cafe_12,coupon,"{""customer"": 1478, ""amount"": 7.50}",2026-05-17 10:48:00,2026-05-18 03:30:00
100143,899,cafe_04,credit_card,"{""customer"": 899, ""amount"": 3.80}",2026-05-17 10:53:00,2026-05-18 03:30:00
100430,1309,cafe_09,credit_card,"{""customer"": 1309, ""amount"": 10.30}",2026-05-17 10:53:00,2026-05-18 03:30:00
100496,3029,cafe_02,coupon,"{""customer"": 3029, ""amount"": 11.70}",2026-05-17 10:53:00,2026-05-18 03:30:00
100343,2507,cafe_10,bank_transfer,"{""customer"": 2507, ""amount"": 3.00}",2026-05-17 11:00:00,2026-05-18 03:30:00
100340,3334,cafe_03,credit_card,"{""customer"": 3334, ""amount"": 6.50}",2026-05-17 11:03:00,2026-05-18 03:30:00
100490,2313,cafe_01,credit_card,"{""customer"": 2313, ""amount"": 24.00}",2026-05-17 11:06:00,2026-05-18 03:30:00
100106,1741,cafe_10,bank_transfer,"{""customer"": 1741, ""amount"": 7.00}",2026-05-17 11:07:00,2026-05-18 03:30:00
100245,1906,cafe_03,credit_card,"{""customer"": 1906, ""amount"": 6.00}",2026-05-17 11:07:00,2026-05-18 03:30:00
100456,2142,cafe_01,bank_transfer,"{""customer"": 2142, ""amount"": 21.40}",2026-05-17 11:07:00,2026-05-18 03:30:00
100485,1367,cafe_12,credit_card,"{""customer"": 1367, ""amount"": 12.30}",2026-05-17 11:07:00,2026-05-18 03:30:00
100536,468,cafe_06,credit_card,"{""customer"": 468, ""amount"": 4.20}",2026-05-17 11:07:00,2026-05-18 03:30:00
100168,2422,cafe_05,credit_card,"{""customer"": 2422, ""amount"": 8.50}",2026-05-17 11:08:00,2026-05-18 03:30:00
100495,1840,cafe_09,credit_card,"{""customer"": 1840, ""amount"": 6.20}",2026-05-17 11:08:00,2026-05-18 03:30:00
100289,435,cafe_05,credit_card,"{""customer"": 435, ""amount"": 14.40}",2026-05-17 11:09:00,2026-05-18 03:30:00
100583,2217,cafe_04,credit_card,"{""customer"": 2217, ""amount"": 17.40}",2026-05-17 11:09:00,2026-05-18 03:30:00
100269,1952,cafe_05,credit_card,"{""customer"": 1952, ""amount"": 6.90}",2026-05-17 11:11:00,2026-05-18 03:30:00
100502,680,cafe_03,coupon,"{""customer"": 680, ""amount"": 2.80}",2026-05-17 11:14:00,2026-05-18 03:30:00
100111,510,cafe_01,credit_card,"{""customer"": 510, ""amount"": 3.50}",2026-05-17 11:16:00,2026-05-18 03:30:00
100267,1348,cafe_03,credit_card,"{""customer"": 1348, ""amount"": 19.30}",2026-05-17 11:16:00,2026-05-18 03:30:00
100257,3312,cafe_11,bank_transfer,"{""customer"": 3312, ""amount"": 11.10}",2026-05-17 11:20:00,2026-05-18 03:30:00
100401,400,cafe_04,bank_transfer,"{""customer"": 400, ""amount"": 6.20}",2026-05-17 11:20:00,2026-05-18 03:30:00
100366,459,cafe_03,credit_card,"{""customer"": 459, ""amount"": 17.00}",2026-05-17 11:21:00,2026-05-18 03:30:00
100388,732,cafe_11,gift_card,"{""customer"": 732, ""amount"": 14.50}",2026-05-17 11:23:00,2026-05-18 03:30:00
100088,3031,cafe_01,gift_card,"{""customer"": 3031, ""amount"": 12.00}",2026-05-17 11:24:00,2026-05-18 03:30:00
100351,3321,cafe_03,bank_transfer,"{""customer"": 3321, ""amount"": 24.90}",2026-05-17 11:25:00,2026-05-18 03:30:00
100039,432,cafe_10,bank_transfer,"{""customer"": 432, ""amount"": 16.50}",2026-05-17 11:26:00,2026-05-18 03:30:00
100371,1810,cafe_01,credit_card,"{""customer"": 1810, ""amount"": 4.20}",2026-05-17 11:27:00,2026-05-18 03:30:00
100491,2374,cafe_03,credit_card,"{""customer"": 2374, ""amount"": 8.50}",2026-05-17 11:31:00,2026-05-18 03:30:00
100353,1952,cafe_10,coupon,"{""customer"": 1952, ""amount"": 3.00}",2026-05-17 11:33:00,2026-05-18 03:30:00
100146,1576,cafe_10,gift_card,"{""customer"": 1576, ""amount"": 15.40}",2026-05-17 11:34:00,2026-05-18 03:30:00
100256,1472,cafe_09,credit_card,"{""customer"": 1472, ""amount"": 3.50}",2026-05-17 11:34:00,2026-05-18 03:30:00
100056,3483,cafe_01,credit_card,"{""customer"": 3483, ""amount"": 13.50}",2026-05-17 11:48:00,2026-05-18 03:30:00
100260,1465,cafe_02,bank_transfer,"{""customer"": 1465, ""amount"": 2.80}",2026-05-17 11:49:00,2026-05-18 03:30:00
100420,1337,cafe_03,credit_card,"{""customer"": 1337, ""amount"": 10.50}",2026-05-17 11:49:00,2026-05-18 03:30:00
100540,3167,cafe_06,credit_card,"{""customer"": 3167, ""amount"": 11.30}",2026-05-17 11:49:00,2026-05-18 03:30:00
100535,3169,cafe_04,credit_card,"{""customer"": 3169, ""amount"": 8.50}",2026-05-17 11:50:00,2026-05-18 03:30:00
100432,3114,cafe_09,credit_card,"{""customer"": 3114, ""amount"": 16.50}",2026-05-17 11:51:00,2026-05-18 03:30:00
100230,621,cafe_08,credit_card,"{""customer"": 621, ""amount"": 6.90}",2026-05-17 11:58:00,2026-05-18 03:30:00
100067,3076,cafe_02,credit_card,"{""customer"": 3076, ""amount"": 3.90}",2026-05-17 11:59:00,2026-05-18 03:30:00
